stock_item_name,stock_item_code,check
유니슨,018000,1
진로발효,018120,1
브이티지엠피,018290,1
삼목에스폼,018310,1
우진비앤지,018620,1
서울제약,018680,1
바른손,018700,1
베뉴지,019010,1
와이지-원,019210,1
일지테크,019540,1
SBI인베스트먼트,019550,1
리더스 기술투자,019570,1
엠벤처투자,019590,1
글로본,019660,1
서연탑메탈,019770,1
에너토크,019990,1
대신정보통신,020180,1
대동금속,020400,1
시공테크,020710,1
대호특수강,021040,1
대호특수강우,021045,1
에이티넘인베스트,021080,1
KCC건설,021320,1
한국큐빅,021650,1
메이슨캐피탈,021880,1
포스코 ICT,022100,1
정산애강,022220,1
태광,023160,1
유진기업,023410,1
제일제강,023440,1
CNH,023460,1
삼보판지,023600,1
한국캐피탈,023760,1
플레이위드,023770,1
동일철강,023790,1
풍국주정,023900,1
대한약품,023910,1
흥구석유,024060,1
KB오토시스,024120,1
한일단조,024740,1
유성티엔에스,024800,1
이화전기,024810,1
세원물산,024830,1
KBI메탈,024840,1
피에스엠씨,024850,1
케이피에프,024880,1
경창산업,024910,1
PN풍년,024940,1
삼천리자전거,024950,1
시노펙스,025320,1
대성엘텍,025440,1
한국선재,025550,1
한국정보통신,025770,1
신라에스지,025870,1
케이씨피드,025880,1
동화기업,025900,1
동신건설,025950,1
아난티,025980,1
제이에스티나,026040,1
특수건설,026150,1
광진실업,026910,1
서울전자통신,027040,1
코리아나,027050,1
아주IB투자,027360,1
상보,027580,1
팜스토리,027710,1
대성창투,027830,1
휴맥스홀딩스,028080,1
에이치엘비,028300,1
릭스솔루션,029480,1
코엔텍,029960,1
NICE평가정보,030190,1
드래곤플라이,030350,1
한글과컴퓨터,030520,1
원익홀딩스,030530,1
양지사,030960,1
아이즈비전,031310,1
에스에이엠티,031330,1
녹십자셀,031390,1
오스템,031510,1
엔에스엔,031860,1
피에스케이홀딩스,031980,1
아즈텍WB,032080,1
다우데이타,032190,1
삼일,032280,1
한국파마,032300,1
케이엠더블유,032500,1
TJ미디어,032540,1
피델릭스,032580,1
유비케어,032620,1
소프트센,032680,1
소프트센우,032685,1
삼진,032750,1
엠젠플러스,032790,1
판타지오,032800,1
우리기술,032820,1
비트컴퓨터,032850,1
휴먼엔,032860,1
원익,032940,1
동일기연,032960,1
바이온,032980,1
제이엠아이,033050,1
제룡전기,033100,1
디지틀조선,033130,1
엠케이전자,033160,1
시그네틱스,033170,1
모아텍,033200,1
인성정보,033230,1
코웰패션,033290,1
엠투엔,033310,1
제이씨현시스템,033320,1
좋은사람들,033340,1
동성화인텍,033500,1
파라텍,033540,1
블루콤,033560,1
네패스,033640,1
스카이문스테크놀로지,033790,1
티비씨,033830,1
파라다이스,034230,1
해성산업,034810,1
조아제약,034940,1
한국기업평가,034950,1
인터파크,035080,1
프럼파스트,035200,1
골드앤에스,035290,1
기산텔레콤,035460,1
KG이니시스,035600,1
솔본,035610,1
바른손이앤에이,035620,1
CJ ENM,035760,1
이지홀딩스,035810,1
서희건설,035890,1
JYP Ent.,035900,1
예림당,036000,1
아비코전자,036010,1
케이티알파,036030,1
위지트,036090,1
SCI평가정보,036120,1
클라우드에어,036170,1
지더블유바이텍,036180,1
금화피에스시,036190,1
유니셈,036200,1
대성미생물,036480,1
SK머티리얼즈,036490,1
SFA반도체,036540,1
영풍정밀,036560,1
감성코퍼레이션,036620,1
세종텔레콤,036630,1
HRS,036640,1
KCI,036670,1
코맥스,036690,1
심텍홀딩스,036710,1
나이스정보통신,036800,1
에프에스티,036810,1
솔브레인홀딩스,036830,1
진성티이씨,036890,1
주성엔지니어링,036930,1
파워넷,037030,1
파세코,037070,1
한국팩키지,037230,1
인지디스플레,037330,1
성도이엔지,037350,1
EG,037370,1
우리조명,037400,1
희림,037440,1
삼지전자,037460,1
쎄니트,037760,1
엘컴텍,037950,1
제일테크노스,038010,1
루멘스,038060,1
서린바이오,038070,1
에코플라스틱,038110,1
마크로젠,038290,1
UCI,038340,1
레드캡투어,038390,1
바이오스마트,038460,1
삼표시멘트,038500,1
골드퍼시픽,038530,1
상상인,038540,1
위즈코프,038620,1
에스넷,038680,1
에코바이오,038870,1
아이에이,038880,1
파인디지털,038950,1
현대에이치티,039010,1
이건홀딩스,039020,1
이오테크닉스,039030,1
오스코텍,039200,1
경남스틸,039240,1
인포뱅크,039290,1
세중,039310,1
한국경제TV,039340,1
케이엘넷,039420,1
에스티아이,039440,1
다산네트웍스,039560,1
화성밸브,039610,1
스포츠서울,039670,1
한국정보공학,039740,1
오로라,039830,1
디오,039840,1
나노엔텍,039860,1
리노스,039980,1
누리플렉스,040160,1
YTN,040300,1
큐로컴,040350,1
정상제이엘에스,040420,1
SG&G,040610,1
아이씨디,040910,1
폴라리스오피스,041020,1
넥슨지티,041140,1
우리기술투자,041190,1
현대에버다임,041440,1
한국전자인증,041460,1
에스엠,041510,1
이라이콤,041520,1
젬백스지오,041590,1
인바디,041830,1
에스텍파마,041910,1
메디아나,041920,1
동아화성,041930,1
코미팜,041960,1
카페24,042000,1
케이피엠테크,042040,1
에스씨디,042110,1
비츠로테크,042370,1
네오위즈홀딩스,042420,1
링네트,042500,1
라온시큐어,042510,1
한스바이오메드,042520,1
새로닉스,042600,1
상지카일룸,042940,1
한주케미칼앤홀딩스,043090,1
솔고바이오,043100,1
바텍,043150,1
파루,043200,1
에이치엘비파워,043220,1
성호전자,043260,1
에쎈테크,043340,1
디지아이,043360,1
피에이치에이,043370,1
크로바하이텍,043590,1
지니뮤직,043610,1
국순당,043650,1
서울리거,043710,1
자연과환경,043910,1
조광ILI,044060,1
KD,044180,1
위닉스,044340,1
블루베리 NFT,044480,1
태웅,044490,1
에이치케이,044780,1
이글벳,044960,1
오공,045060,1
한양이엔지,045100,1
성우테크론,045300,1
토탈소프트,045340,1
대아티아이,045390,1
정원엔시스,045510,1
크린앤사이언스,045520,1
에이텍,045660,1
GV,045890,1
코아시아,045970,1
코다코,046070,1
한일네트웍스,046110,1
오르비텍,046120,1
SBS콘텐츠허브,046140,1
파나진,046210,1
백금T&A,046310,1
삼화네트웍스,046390,1
KG모빌리언스,046440,1
서울반도체,046890,1
우원개발,046940,1
우리로,046970,1
한빛소프트,047080,1
파워로직스,047310,1
이스트소프트,047560,1
코데즈컴바인,047770,1
초록뱀미디어,047820,1
에이치엘비제약,047920,1
오스템임플란트,048260,1
현대바이오,048410,1
유라테크,048430,1
대동스틸,048470,1
인트론바이오,048530,1
SM C&C,048550,1
TPC,048770,1
엔피케이,048830,1
시너지이노베이션,048870,1
대원미디어,048910,1
인탑스,049070,1
기가레인,049080,1
파인디앤씨,049120,1
셀루메드,049180,1
코메론,049430,1
SGA,049470,1
오픈베이스,049480,1
유아이엘,049520,1
잉크테크,049550,1
재영솔루텍,049630,1
고려신용정보,049720,1
승일,049830,1
미래컴퍼니,049950,1
쎌바이오텍,049960,1
휘닉스소재,050090,1
캠시스,050110,1
ES큐브,050120,1
아래스,050320,1
한국코퍼레이션,050540,1
에스폴리텍,050760,1
아세아텍,050860,1
쏠리드,050890,1
수산아이앤티,050960,1
지어소프트,051160,1
토비스,051360,1
인터플렉스,051370,1
피씨디렉트,051380,1
YW,051390,1
나라엠앤디,051490,1
CJ프레시웨이,051500,1
큐로홀딩스,051780,1
중앙디앤엠,051980,1
에스티큐브,052020,1
세영디앤씨,052190,1
iMBC,052220,1
현대바이오랜드,052260,1
초록뱀컴퍼니,052300,1
코텍,052330,1
코나아이,052400,1
오성첨단소재,052420,1
아이크래프트,052460,1
한네트,052600,1
제일바이오,052670,1
아모텍,052710,1
아이톡시,052770,1
액토즈소프트,052790,1
아이앤씨,052860,1
KMH하이텍,052900,1
바이넥스,053030,1
지에스이,053050,1
세동,053060,1
원방테크,053080,1
소리바다,053110,1
프리엠스,053160,1
금강철강,053260,1
구영테크,053270,1
예스24,053280,1
NE능률,053290,1
한국정보인증,053300,1
이니텍,053350,1
세코닉스,053450,1
웹케시,053580,1
한국테크놀로지,053590,1
프로텍,053610,1
태양,053620,1
현진소재,053660,1
삼보모터스,053700,1
안랩,053800,1
경남제약,053950,1
오상자이엘,053980,1
한국컴퓨터,054040,1
농우바이오,054050,1
삼진엘앤디,054090,1
메디콕스,054180,1
이랜텍,054210,1
비츠로시스,054220,1
팬스타엔터프라이즈,054300,1
케이피티유,054410,1
텔레칩스,054450,1
삼영엠텍,054540,1
APS홀딩스,054620,1
에이디칩스,054630,1
대한뉴팜,054670,1
키이스트,054780,1
아이디스홀딩스,054800,1
한컴위드,054920,1
유신,054930,1
엑사이엔씨,054940,1
제이브이엠,054950,1
COWON,056000,1
유진로봇,056080,1
유앤아이,056090,1
에스에프에이,056190,1
코위버,056360,1
신화인터텍,056700,1
CNT85,056730,1
YBM넷,057030,1
옴니시스템,057540,1
티사이언티픽,057680,1
피에이치씨,057880,1
멕아이씨에스,058110,1
아리온,058220,1
KNN,058400,1
제이웨이,058420,1
일야,058450,1
리노공업,058470,1
슈펙스비앤피,058530,1
에스피지,058610,1
엠게임,058630,1
CMG제약,058820,1
엠로,058970,1
미코,059090,1
아이컴포넌트,059100,1
아진엑스텍,059120,1
메타바이오메드,059210,1
해성티피씨,059270,1
인선이엔티,060150,1
얍엑스,060230,1
룽투코리아,060240,1
NHN한국사이버결제,060250,1
뉴보텍,060260,1
큐렉소,060280,1
레드로버,060300,1
3S,060310,1
KT서브마린,060370,1
동양에스텍,060380,1
국일신동,060480,1
에스에이티,060540,1
홈센타홀딩스,060560,1
드림어스컴퍼니,060570,1
씨티씨바이오,060590,1
KH바텍,060720,1
영림원소프트랩,060850,1
대한그린파워,060900,1
알에프텍,061040,1
화일약품,061250,1
엘비세미콘,061970,1
티엘아이,062860,1
피피아이,062970,1
게임빌,063080,1
서울옥션,063170,1
SM Life Design,063440,1
한국전자금융,063570,1
이엘피,063760,1
에프앤리퍼블릭,064090,1
홈캐스트,064240,1
다날,064260,1
인텍플러스,064290,1
브리지텍,064480,1
에코마이스터,064510,1
바른전자,064520,1
바이오니아,064550,1
티씨케이,064760,1
젬백스링크,064800,1
케이프,064820,1
에프앤가이드,064850,1
지엔코,065060,1
탑엔지니어링,065130,1
엠피대산,065150,1
넥스트BT,065170,1
신성델타테크,065350,1
위세아이텍,065370,1
에스아이리소스,065420,1
이루온,065440,1
빅텍,065450,1
오리엔트정공,065500,1
휴비츠,065510,1
와이어블,065530,1
녹원씨엔아이,065560,1
삼영이엔씨,065570,1
메디프론,065650,1
안트로젠,065660,1
우주일렉트로,065680,1
파커스,065690,1
서호전기,065710,1
CS,065770,1
웰크론,065950,1
한프,066110,1
하츠,066130,1
큐에스아이,066310,1
체리부로,066360,1
버킷스튜디오,066410,1
와이오엠,066430,1
우수AMS,066590,1
국보디자인,066620,1
디스플레이텍,066670,1
테라젠이텍스,066700,1
씨씨에스,066790,1
디에이피,066900,1
손오공,066910,1
엘앤에프,066970,1
이엔코퍼레이션,066980,1
조이시티,067000,1
이씨에스,067010,1
대화제약,067080,1
아프리카TV,067160,1
오텍,067170,1
멀티캠퍼스,067280,1
JW신약,067290,1
하나마이크론,067310,1
아스트,067390,1
엔브이에이치코리아,067570,1
에이치엘비생명과학,067630,1
로지시스,067730,1
세진티에스,067770,1
와이엔텍,067900,1
이글루시큐리티,067920,1
도이치모터스,067990,1
팬엔터테인먼트,068050,1
다원시스,068240,1
일신바이오,068330,1
셀트리온제약,068760,1
DMS,068790,1
디지털대성,068930,1
아이씨케이,068940,1
웹젠,069080,1
코스온,069110,1
누리플랜,069140,1
유아이디,069330,1
엔텔스,069410,1
에스텍,069510,1
라이트론,069540,1
아이에스이커머스,069920,1
엑스큐어,070300,1
한솔인티큐브,070590,1
인피니트헬스케어,071200,1
로체시스템즈,071280,1
위니아딤채,071460,1
에이테크솔루션,071670,1
캐스텍코리아,071850,1
중앙백신,072020,1
우리산업홀딩스,072470,1
제넨바이오,072520,1
율호,072770,1
메가스터디,072870,1
빛샘전자,072950,1
에이치시티,072990,1
케이에스피,073010,1
엘엠에스,073110,1
듀오백,073190,1
이노와이어리스,073490,1
에프알텍,073540,1
우리손에프앤지,073560,1
WI,073570,1
테라사이언스,073640,1
아미노로직스,074430,1
원익QnC,074600,1
플랜티넷,075130,1
동국알앤에스,075970,1
웰크론한텍,076080,1
해성옵틱스,076610,1
덕산하이메탈,077360,1
이베스트투자증권,078020,1
유비쿼스홀딩스,078070,1
국일제지,078130,1
대봉엘에스,078140,1
HB테크놀러지,078150,1
메디포스트,078160,1
컴투스,078340,1
한양디지텍,078350,1
OQP,078590,1
대주전자재료,078600,1
지나인제약,078650,1
아이오케이,078860,1
가온미디어,078890,1
코드네이처,078940,1
와토스코리아,079000,1
한창산업,079170,1
EMW,079190,1
제우스,079370,1
서산,079650,1
디이엔티,079810,1
가비아,079940,1
인베니아,079950,1
동양이엔피,079960,1
투비소프트,079970,1
에스엔유,080000,1
이상네트웍스,080010,1
모두투어,080160,1
제주반도체,080220,1
모다이노칩,080420,1
성창오토텍,080470,1
오디텍,080520,1
코디,080530,1
오킨스전자,080580,1
한국유니온제약,080720,1
티플랙스,081150,1
성우전자,081580,1
옵트론텍,082210,1
젬백스,082270,1
코스나인,082660,1
비보존 헬스케어,082800,1
우리바이오,082850,1
비츠로셀,082920,1
엘오티베큠,083310,1
GST,083450,1
이엠앤아이,083470,1
에프엔에스테크,083500,1
케이엠,083550,1
인콘,083640,1
비에이치아이,083650,1
CSA 코스믹,083660,1
크리스탈지노믹스,083790,1
아바코,083930,1
휴온스글로벌,084110,1
수성이노베이션,084180,1
유진테크,084370,1
랩지노믹스,084650,1
팅크웨어,084730,1
아이티엠반도체,084850,1
헬릭스미스,084990,1
루트로닉,085370,1
루트로닉3우C,08537M,1
차바이오텍,085660,1
뉴프렉스,085670,1
알티캐스트,085810,1
네오티스,085910,1
바이오톡스텍,086040,1
진바이오텍,086060,1
유니테스트,086390,1
동국제약,086450,1
에코프로,086520,1
비엠티,086670,1
선진뷰티사이언스,086710,1
바이오솔루션,086820,1
이수앱지스,086890,1
메디톡스,086900,1
한컴MDS,086960,1
쇼박스,086980,1
펩트론,087010,1
모바일어플라이언스,087260,1
픽셀플러스,087600,1
동아엘텍,088130,1
이원컴포텍,088290,1
이녹스,088390,1
에이스테크,088800,1
동우팜투테이블,088910,1
켐트로닉스,089010,1
테크윙,089030,1
넥스턴바이오,089140,1
케이씨티,089150,1
THE E&M,089230,1
에이티세미콘,089530,1
나스미디어,089600,1
제이티,089790,1
유비벨록스,089850,1
코세스,089890,1
에이피티씨,089970,1
상아프론테크,089980,1
광진윈텍,090150,1
로보스타,090360,1
덕신하우징,090410,1
비에이치,090460,1
제이스텍,090470,1
휴림로봇,090710,1
연이비앤티,090740,1
현대이지웰,090850,1
이엠텍,091120,1
S&K폴리텍,091340,1
텔레필드,091440,1
상신이디피,091580,1
남화토건,091590,1
파트론,091700,1
나노캠텍,091970,1
셀트리온헬스케어,091990,1
아미코젠,092040,1
디엔에프,092070,1
이크레더블,092130,1
서울바이오시스,092190,1
현우산업,092300,1
한라IMS,092460,1
앤씨앤,092600,1
네오팜,092730,1
엑시콘,092870,1
빅솔론,093190,1
케이아이엔엑스,093320,1
풍강,093380,1
매커스,093520,1
다믈멀티미디어,093640,1
서원인텍,093920,1
동운아나텍,094170,1
칩스앤미디어,094360,1
갤럭시아머니트리,094480,1
일진파워,094820,1
슈프리마에이치큐,094840,1
참좋은여행,094850,1
네오리진,094860,1
푸른기술,094940,1
제이엠티,094970,1
이엠코리아,095190,1
웨이브일렉트로,095270,1
ISC,095340,1
미래나노텍,095500,1
테스,095610,1
네오위즈,095660,1
제넥신,095700,1
에스에너지,095910,1
이트론,096040,1
청담러닝,096240,1
대창솔루션,096350,1
씨젠,096530,1
알에프세미,096610,1
에스코넥,096630,1
멜파스,096640,1
에이루트,096690,1
엘디티,096870,1
에스맥,097780,1
윈팩,097800,1
효성오앤비,097870,1
마이크로컨텍솔,098120,1
고영,098460,1
에스티오,098660,1
아이센스,099190,1
SDN,099220,1
쎄트렉아이,099320,1
브레인즈컴퍼니,099390,1
동방선기,099410,1
바이오플러스,099430,1
스맥,099440,1
ITX-AI,099520,1
이지케어텍,099750,1
모바일리더,100030,1
삼강엠앤티,100090,1
뷰웍스,100120,1
동국S&C,100130,1
머큐리,100590,1
서암기계공업,100660,1
세운메디칼,100700,1
미래에셋벤처투자,100790,1
상상인인더스트리,101000,1
월덱스,101160,1
우림피티에스,101170,1
씨큐브,101240,1
모베이스,101330,1
이엔드디,101360,1
아이엠,101390,1
엔시트론,101400,1
에스앤에스텍,101490,1
코리아에스이,101670,1
한국정밀기계,101680,1
위메이드맥스,101730,1
인화정공,101930,1
어보브반도체,102120,1
이엔에프테크놀로지,102710,1
코오롱생명과학,102940,1
에스앤더블류,103230,1
우양,103840,1
대성파인텍,104040,1
NHN벅스,104200,1
디와이피엔에프,104460,1
티케이케미칼,104480,1
코렌텍,104540,1
노랑풍선,104620,1
원익머트리얼즈,104830,1
케이엔더블유,105330,1
트루윈,105550,1
디케이락,105740,1
하이소닉,106080,1
하이텍팜,106190,1
파인테크닉스,106240,1
디지탈옵틱,106520,1
톱텍,108230,1
LX세미콘,108320,1
대양전기공업,108380,1
로보티즈,108490,1
셀바스AI,108860,1
옵티시스,109080,1
에스와이,109610,1
디에스케이,109740,1
진매트릭스,109820,1
동일금속,109860,1
에이프로젠 H&G,109960,1
전진바이오팜,110020,1
크리스에프앤씨,110790,1
디아이티,110990,1
남화산업,111710,1
KH 일렉트론,111870,1
위메이드,112040,1
디젠스,113810,1
크루셜텍,114120,1
강원,114190,1
KPX생명과학,114450,1
지스마트글로벌,114570,1
폴라리스우노,114630,1
아이원스,114810,1
아이패밀리에스씨,114840,1
휴맥스,115160,1
큐리언트,115180,1
인포바인,115310,1
우리넷,115440,1
지트리비앤티,115450,1
씨유메디칼,115480,1
케이씨에스,115500,1
씨엔플러스,115530,1
스타플렉스,115570,1
이미지스,115610,1
연우,115960,1
알파홀딩스,117670,1
티로보틱스,117730,1
모트렉스,118990,1
포메탈,119500,1
인터로조,119610,1
아이텍,119830,1
지엔씨에너지,119850,1
다나와,119860,1
대정화금,120240,1
골프존뉴딘홀딩스,121440,1
나노신소재,121600,1
비덴트,121800,1
코이즈,121850,1
에스디시스템,121890,1
제노레이,122310,1
삼기,122350,1
KMH,122450,1
예스티,122640,1
서진오토모티브,122690,1
와이지엔터테인먼트,122870,1
와이솔,122990,1
폴라리스웍스,123010,1
엠에스오토텍,123040,1
제닉,123330,1
코리아에프티,123410,1
선데이토즈,123420,1
이엠넷,123570,1
알톤스포츠,123750,1
한일진공,123840,1
아나패스,123860,1
아이티센,124500,1
태웅로직스,124560,1
아모그린텍,125210,1
비나텍,126340,1
코프라,126600,1
화신정공,126640,1
하이비젼시스템,126700,1
뉴로스,126870,1
제이엔케이히터,126880,1
디엔에이링크,127120,1
매직마이크로,127160,1
아시아경제,127710,1
에코캡,128540,1
피제이메탈,128660,1
앱코,129890,1
GH신소재,130500,1
나이스디앤비,130580,1
티피씨글로벌,130740,1
디에이치피코리아,131030,1
시큐브,131090,1
스카이이앤엠,131100,1
딜리,131180,1
대한과학,131220,1
티에스이,131290,1
알서포트,131370,1
원익피앤이,131390,1
이브이첨단소재,131400,1
파인텍,131760,1
테스나,131970,1
메가엠디,133750,1
이퓨쳐,134060,1
디엠티,134580,1
하림,136480,0
쎄미시스코,136510,0
윈스,136540,0
피엔티,137400,0
넥스트아이,137940,0
제이씨케미칼,137950,0
신진에스엠,138070,0
오이솔루션,138080,0
협진,138360,0
비즈니스온,138580,0
나이벡,138610,0
엘아이에스,138690,0
시티랩스,139050,0
키네마스터,139670,0
서플러스글로벌,140070,0
메지온,140410,0
대창스틸,140520,0
알에스오토메이션,140670,0
파크시스템스,140860,0
비아트론,141000,0
포티스,141020,0
레고켐바이오,141080,0
유니트론텍,142210,0
녹십자엠에스,142280,0
바이오리더스,142760,0
아이디스,143160,0
사람인에이치알,143240,0
영우디에스피,143540,0
녹십자랩셀,144510,0
뉴파워프라즈마,144960,0
휴젤,145020,0
마이크로프랜드,147760,0
제룡산업,147830,0
비디아이,148140,0
세경하이테크,148150,0
알엔투테크놀로지,148250,0
아바텍,149950,0
하이로닉,149980,0
인트로메딕,150840,0
파수,150900,0
KG ETS,151860,0
나노스,151910,0
네이블,153460,0
우리이앤엘,153490,0
옵티팜,153710,0
아시아종묘,154030,0
솔루에타,154040,0
와이엠씨,155650,0
엘앤케이바이오,156100,0
참존글로벌,158310,0
아톤,158430,0
아스플로,159010,0
제로투세븐,159580,0
스킨앤스킨,159910,0
NEW,160550,0
이큐셀,160600,0
싸이맥스,160980,0
THE MIDONG,161570,0
필옵틱스,161580,0
핑거,163730,0
이루다,164060,0
하나머티리얼즈,166090,0
코아스템,166480,0
내츄럴엔도텍,168330,0
엠브레인,169330,0
현대공업,170030,0
파이오링크,170790,0
엘티씨,170920,0
램테크놀러지,171010,0
선익시스템,171090,0
라이온켐텍,171120,0
오파스넷,173130,0
에프엔씨엔터,173940,0
장원테크,174880,0
앱클론,174900,0
인포마크,175140,0
아이큐어,175250,0
에이치엔티,176440,0
베셀,177350,0
파버나인,177830,0
서진시스템,178320,0
유테크,178780,0
엠아이텍,179290,0
유티아이,179900,0
캔서롭,180400,0
이즈미디어,181340,0
큐브엔터,182360,0
엔케이맥스,182400,0
테라셈,182690,0
코미코,183300,0
엔지켐생명과학,183490,0
SGA솔루션즈,184230,0
아이진,185490,0
그린플러스,186230,0
디티앤씨,187220,0
신화콘텍,187270,0
제노포커스,187420,0
에이디엠코리아,187660,0
나노,187790,0
디바이스이엔지,187870,0
인텔리안테크,189300,0
씨이랩,189330,0
포시에스,189690,0
서전기전,189860,0
흥국에프엔비,189980,0
나무가,190510,0
코리아에셋투자증권,190650,0
육일씨엔에쓰,191410,0
테고사이언스,191420,0
케이사인,192250,0
윈하이텍,192390,0
THQ,192410,0
슈피겐코리아,192440,0
와이제이엠게임즈,193250,0
데브시스터즈,194480,0
노바렉스,194700,0
마니커에프앤지,195500,0
HK이노엔,195940,0
에이비프로바이오,195990,0
알테오젠,196170,0
애니젠,196300,0
코아시아옵틱스,196450,0
디에이테크놀로지,196490,0
웹스,196700,0
디지캡,197140,0
엔피디,198080,0
고려시멘트,198440,0
제일전기공업,199820,0
콜마비앤에이치,200130,0
텔콘RF제약,200230,0
에이팩트,200470,0
휴메딕스,200670,0
에이디테크놀로지,200710,0
비씨월드제약,200780,0
미투온,201490,0
에이비온,203400,0
유니온커뮤니티,203450,0
드림시큐리티,203650,0
프로스테믹스,203690,0
그리티,204020,0
제이앤티씨,204270,0
글로벌텍스프리,204620,0
스튜디오산타클로스,204630,0
지엘팜텍,204840,0
엑셈,205100,0
휴마시스,205470,0
액션스퀘어,205500,0
베노홀딩스,206400,0
덱스터,206560,0
바디텍메드,206640,0
유바이오로직스,206650,0
미스터블루,207760,0
정다운,208140,0
파멥신,208340,0
지란지교시큐리티,208350,0
셀바스헬스케어,208370,0
썸에이지,208640,0
바이오로그디바이스,208710,0
엔지스테크널러지,208860,0
AP위성,211270,0
네오오토,212560,0
덕산네오룩스,213420,0
클래시스,214150,0
민앤지,214180,0
라파스,214260,0
FSN,214270,0
에스엘바이오닉스,214310,0
케어젠,214370,0
아이쓰리시스템,214430,0
파마리서치,214450,0
미코바이오메드,214610,0
디알텍,214680,0
뉴지랩파마,214870,0
골프존,215000,0
휴센텍,215090,0
로보로보,215100,0
메가스터디교육,215200,0
우리산업,215360,0
우정바이오,215380,0
토박스코리아,215480,0
신라젠,215600,0
이노인스트루먼트,215790,0
인크로스,216050,0
제테마,216080,0
제너셈,217190,0
넵튠,217270,0
싸이토젠,217330,0
에스디생명공학,217480,0
러셀,217500,0
켐온,217600,0
디딤,217620,0
강스템바이오텍,217730,0
엔에스,217820,0
미래생명자원,218150,0
RFHIC,218410,0
타이거일렉,219130,0
링크제니시스,219420,0
디와이디대양,219550,0
지티지웰니스,219750,0
퓨쳐켐,220100,0
핸디소프트,220180,0
켐트로스,220260,0
맘스터치,220630,0
자안바이오,221610,0
하이즈항공,221840,0
케이디켐,221980,0
코스맥스엔비티,222040,0
씨아이에스,222080,0
팬젠,222110,0
쎄노텍,222420,0
심텍,222800,0
마이더스AI,222810,0
한국맥널티,222980,0
드림씨아이에스,223250,0
경남제약헬스케어,223310,0
코디엠,224060,0
에이텍티앤,224110,0
삼양옵틱스,225190,0
제놀루션,225220,0
씨엠에스에듀,225330,0
케이엠제약,225430,0
보광산업,225530,0
넷게임즈,225570,0
패션플랫폼,225590,0
신테카바이오,226330,0
본느,226340,0
KH E&T,226360,0
오스테오닉,226400,0
한송네오텍,226440,0
올릭스,226950,0
에이치앤비디자인,227100,0
아우딘퓨쳐스,227610,0
엔투텍,227950,0
동양파일,228340,0
레이,228670,0
지노믹트리,228760,0
레이언스,228850,0
젠큐릭스,229000,0
에치에프알,230240,0
에코마케팅,230360,0
에이트원,230980,0
와이아이케이,232140,0
라온테크,232680,0
세원,234100,0
에스트래픽,234300,0
세틀뱅크,234340,0
녹십자웰빙,234690,0
자이글,234920,0
메드팩토,235980,0
슈프리마,236200,0
엔비티,236810,0
에스티팜,237690,0
피앤씨테크,237750,0
플레이디,237820,0
클리오,237880,0
앤디포스,238090,0
얼라인드,238120,0
비피도,238200,0
힘스,238490,0
줌인터넷,239340,0
에이치엘사이언스,239610,0
피엔에이치테크,239890,0
원익IPS,240810,0
DSC인베스트먼트,241520,0
유니테크노,241690,0
코스메카코리아,241710,0
메카로,241770,0
오션브릿지,241790,0
피씨엘,241820,0
에이스토리,241840,0
나무기술,242040,0
휴온스,243070,0
